駅コード	駅名	備考
5f04	天王寺	#unused
5f05	東部市場前	
5f06	平野	
5f07	加美	
5f08	久宝寺	
5f09	八尾	
5f0b	志紀	
5f0c	柏原	
5f0d	高井田	
5f0e	河内堅上	
5f0f	三郷	
5f10	王寺	
5f12	法隆寺	
5f13	大和小泉	
5f14	郡山	
5f16	奈良	
5f18	平城山	
5f1a	木津	
5f1c	加茂	
5f1e	笠置	
5f1f	大河原	
5f20	月ケ瀬口	
5f21	島ケ原	
5f22	伊賀上野	
5f23	佐那具	
5f24	新堂	
5f26	柘植	
5f28	加太	
5f2a	関	
5f2d	井田川	
5f2e	加佐登	
5f30	河曲	
5f32	河原田	
5f34	南四日市	
5f36	四日市	
5f38	富田浜	
5f39	富田	
5f3a	朝日	
5f3b	桑名	
5f3d	長島	
5f3f	弥富	
5f41	永和	
5f42	蟹江	
5f43	春田	
5f44	八田	
6001	京都	#unused
6002	東福寺	
6003	稲荷	
6004	JR藤森	
6006	桃山	
6007	六地蔵	
6008	木幡	
6009	黄檗	
600c	宇治	
600d	JR小倉	
600e	新田	
6010	城陽	
6011	長池	
6013	山城青谷	
6014	山城多賀	
6015	玉水	
6017	棚倉	
6019	上狛	
601f	京終	
6020	帯解	
6021	櫟本	
6023	天理	
6024	長柄	
6025	柳本	
6026	巻向	
6028	三輪	
6029	桜井	
602a	香久山	
602b	畝傍	
602d	金橋	
602e	高田	
602f	JR五位堂	
6030	香芝	
6031	志都美	
6032	畠田	
60ff	京都鉄道博物館	*
6203	和田岬	
6241	久留米	
6242	久留米高校前	
6243	南久留米	
6244	久留米大学前	
6245	御井	
6247	善導寺	
6249	筑後草野	
624b	田主丸	
624d	筑後吉井	
624e	うきは	
624f	筑後大石	
6250	光岡	
6251	夜明	
6254	日田	
6255	豊後三芳	
6257	豊後中川	
6259	天ケ瀬	
625a	杉河内	
625b	北山田	
625c	豊後森	
625e	恵良	
625f	引治	
6260	豊後中村	
6261	野矢	
6263	由布院	
6264	南由布	
6265	湯平	
6266	庄内	
6268	天神山	
6269	小野屋	
626b	鬼瀬	
626c	向之原	
626e	豊後国分	
626f	賀来	
6270	南大分	
6271	古国府	
6301	天王寺	#unused
6302	美章園	
6303	南田辺	
6304	鶴ヶ丘	
6306	長居	
6307	我孫子町	
6308	杉本町	
6309	浅香	
630b	堺市	
630c	三国ヶ丘	
630d	百舌鳥	
630e	上野芝	
6310	津久野	
6311	鳳	
6312	富木	
6313	北信太	
6315	信太山	
6316	和泉府中	
6318	久米田	
6319	下松	
631b	東岸和田	
631c	東貝塚	
631e	和泉橋本	
631f	東佐野	
6321	熊取	
6323	日根野	
6324	長滝	
6326	新家	
6327	和泉砂川	
6329	和泉鳥取	
632a	山中渓	
632d	紀伊	
632f	六十谷	
6331	紀伊中ノ島	
6441	熊本	#unused
6442	平成	
6443	南熊本	
6444	新水前寺	
6446	水前寺	
6447	東海学園前	
6448	竜田口	
644a	武蔵塚	
644b	光の森	
644c	三里木	
644d	原水	
644e	肥後大津	
644f	瀬田	
6451	立野	
6452	赤水	
6453	市ノ川	
6454	内牧	
6456	阿蘇	
6457	いこいの村	
6458	宮地	
6459	波野	
645b	滝水	
645c	豊後荻	
645d	玉来	
645e	豊後竹田	
6460	朝地	
6461	緒方	
6462	豊後清川	
6463	三重町	
6465	菅尾	
6466	犬飼	
6468	竹中	
6469	中判田	
646b	大分大学前	
646c	敷戸	
646d	滝尾	
6581	池谷	
6582	阿波大谷	
6583	立道	
6584	教会前	
6586	金比羅前	
6567	撫養	
6568	鳴門	
6641	城野	#unused
6643	石田	
6644	志井公園	
6645	志井	
6646	石原町	
6647	呼野	
6649	採銅所	
664a	香春	
664b	一本松	
664c	田川伊田	
664d	田川後藤寺	
664e	池尻	
6650	豊前川崎	
6651	西添田	
6652	添田	
6653	歓遊舎ひこさん	
6654	豊前桝田	
6655	彦山	
6656	筑前岩屋	
6657	大行司	
6658	宝珠山	
665a	大鶴	
665b	今山	
6701	和田山	#unused
6702	竹田	
6704	青倉	
6705	新井	
6707	生野	
6708	長谷	
670a	寺前	
670b	新野	
670c	鶴居	
670d	甘地	
670f	福崎	
6710	溝口	
6711	香呂	
6712	仁豊野	
6714	砥堀	
6715	野里	
6716	京口	
6781	伊予大洲	#unused
6782	新谷	
6783	喜多山	
6784	五十崎	
6786	内子	
6881	北宇和島	#unused
6882	務田	
6883	伊予宮野下	
6884	二名	
6886	大内	
6887	深田	
6888	近永	
6889	出目	
688b	松丸	
688c	吉野生	
688d	真土	
688e	西ケ方	
6890	江川崎	
6991	半家	
6892	十川	
6893	土佐昭和	
6895	土佐大正	
6896	打井川	
6897	家地川	
6898	若井	
690c	京橋	
690d	鴫野	
690e	放出	
6910	徳庵	
6911	鴻池新田	
6912	住道	
6913	野崎	
6915	四条畷	
6916	忍ヶ丘	
6917	寝屋川公園	
6918	星田	
6919	河内磐船	
691a	津田	
691b	藤阪	
691c	長尾	
691d	松井山手	
691e	大住	
691f	京田辺	
6920	同志社前	
6921	JR三山木	
6922	下狛	
6923	祝園	
6924	西木津	
6981	佐古	#unused
6983	蔵本	
6984	鮎喰	
6985	府中	
6986	石井	
6987	下浦	
6988	牛島	
6989	麻植塚	
698b	鴨島	
698c	西麻植	
698d	阿波川島	
698e	学	
6990	山瀬	
6991	阿波山川	
6992	川田	
6993	穴吹	
6995	小島	
6996	貞光	
6997	阿波半田	
6998	江口	
699a	三加茂	
699b	阿波加茂	
699c	辻	
6a01	久宝寺	#unused
6a03	新加美	
6a05	衣摺加美北	
6a07	JR長瀬	
6a09	JR俊徳道	
6a0b	JR河内永和	
6a0d	高井田中央	
6a53	新八代	?
6a56	新水俣	?
6a59	出水	?
6b01	柘植	#unused
6b03	油日	
6b04	甲賀	
6b05	寺庄	
6b06	甲南	
6b08	貴生川	
6b0a	三雲	
6b0b	甲西	
6b0c	石部	
6b0e	手原	
6b40	嬉野温泉	?
6c41	南宮崎	#unused
6c42	田吉	
6c43	南方	
6c45	木花	
6c46	運動公園	
6c47	曽山寺	
6c49	子供の国	
6c4a	青島	
6c4b	折生迫	
6c4c	内海	
6c4e	小内海	
6c4f	伊比井	
6c51	北郷	
6c52	内之田	
6c54	飫肥	
6c55	日南	
6c57	油津	
6c58	大堂津	
6c5a	南郷	
6c5b	谷之口	
6c5d	榎原	
6c5e	日向大束	
6c60	日向北方	
6c61	串間	
6c62	福島今町	
6c63	福島高松	
6c65	大隅夏井	
6c66	志布志	
6c81	向井原	#unused
6c83	伊予大平	
6c85	伊予中山	
6c87	伊予立川	
6cc3	JR野江	
6cc5	城北公園通	
6cc7	JR淡路	
6cc9	南吹田	
6d01	京都	#unused
6d03	山科	#unused
6d05	大津京	
6d07	唐崎	
6d08	比叡山坂本	
6d09	おごと温泉	
6d0b	堅田	
6d0c	小野	
6d0d	和邇	
6d0f	蓬莱	
6d10	志賀	
6d12	比良	
6d13	近江舞子	
6d14	北小松	
6d17	近江高島	
6d18	安曇川	
6d19	新旭	
6d1a	近江今津	
6d1c	近江中庄	
6d1d	マキノ	
6d1f	永原	
6d41	都城	#unused
6d42	日向庄内	
6d43	谷頭	
6d44	万ケ塚	
6d46	東高崎	
6d47	高崎新田	
6d48	日向前田	
6d49	高原	
6d4b	広原	
6d4c	小林	
6d4d	西小林	
6d4e	えびの飯野	
6d50	えびの上江	
6d51	えびの	
6d52	京町温泉	
6d53	鶴丸	
6e08	大和新庄	
6e09	御所	
6e0a	玉手	
6e0b	掖上	
6e0d	吉野口	
6e0f	北宇智	
6e10	五条	
6e11	大和二見	
6e12	隅田	
6e14	下兵庫	
6e15	橋本	
6e16	紀伊山田	
6e17	高野口	
6e19	中飯降	
6e1a	妙寺	
6e1b	大谷	
6e1c	笠田	
6e1e	西笠田	
6e1f	名手	
6e20	粉河	
6e21	紀伊長田	
6e23	打田	
6e24	下井阪	
6e25	岩出	
6e26	船戸	
6e28	紀伊小倉	
6e29	布施屋	
6e2a	千旦	
6e2b	田井ノ瀬	
6e2e	紀和	
6e2f	和歌山市	
6f01	多気	#unused
6f02	外城田	
6f03	田丸	
6f04	宮川	
6f06	山田上口	
6f07	伊勢市	
6f08	五十鈴ケ丘	
6f09	二見浦	
6f0b	松下	
6f0c		2020-03-13/池の浦シーサイド
6f0d	鳥羽	
6f41	若松	
6f42	藤ノ木	
6f43	奥洞海	
6f44	二島	
6f45	本城	
6f48	東水巻	
6f49	中間	
6f4a	筑前垣生	
6f4b	鞍手	
6f4c	筑前植木	
6f4d	新入	
6f4e	直方	
6f4f	勝野	
6f51	小竹	
6f53	鯰田	
6f54	浦田	
6f55	新飯塚	
6f56	飯塚	
6f58	天道	
6f5b	上穂波	
6f5c	筑前内野	
6f5e	筑前山家	
7001	鳳	#unused
7002	東羽衣	
7021	日根野	#unused
7022	りんくうタウン	
7024	関西空港	
7101	津	
7103	東一身田	
7105	河芸	
7107	伊勢上野	
7109	中瀬古	
710a	徳田	
710b	鈴鹿サーキット稲生	
710d	玉垣	
710f	鈴鹿	
7111	河原田	
7201	松阪	#unused
7202	上ノ庄	
7203	権現前	
7204	伊勢八太	
7206	一志	
7207	井関	
7208	伊勢大井	
7209	伊勢川口	
720b	関ノ宮	
720c	家城	
720d	伊勢竹原	
720e	伊勢鎌倉	
7210	伊勢八知	
7211	比津	
7212	伊勢奥津	
7301	相生	#unused
7302	西相生	
7304	坂越	
7305	播州赤穂	
7306	天和	
7307	備前福河	
7309	寒河	
730a	日生	
730c	伊里	
730d	備前片上	
730e	西片上	
730f	伊部	
7311	香登	
7312	長船	
7313	邑久	
7314	大富	
7316	西大寺	
7317	大多羅	
7344	宮崎空港	
7401	姫路	#unused
7403	播磨高岡	
7404	余部	
7405	太市	
7407	本竜野	
7408	東觜崎	
7409	播磨新宮	
740b	千本	
740c	西栗栖	
740d	三日月	
740f	播磨徳久	
7410	佐用	
7411	上月	
7413	美作土居	
7414	美作江見	
7415	楢原	
7417	林野	
7419	勝間田	
741a	西勝間田	
741c	美作大崎	
741d	東津山	#unused
741e	津山	#unused
741f	院庄	
7420	美作千代	
7421	坪井	
7423	美作追分	
7424	美作落合	
7425	古見	
7427	久世	
7428	中国勝山	
7429	月田	
742b	富原	
742c	刑部	
742d	丹治部	
742f	岩山	
7441	新飯塚	#unused
7443	上三緒	
7444	下鴨生	
7445	筑前庄内	
7447	船尾	
7701	博多	#unused
7703	博多南	
780d	姪浜	
780e	下山門	
780f	今宿	
7810	九大学研都市	
7811	周船寺	
7813	波多江	
7814	糸島高校前	2019-03-15/
7815	筑前前原	
7816	美咲が丘	
7817	加布里	
7819	一貴山	
781b	筑前深江	
781d	大入	
781f	福吉	
7821	鹿家	
7823	浜崎	
7825	虹ノ松原	
7827	東唐津	
7828	和多田	
782d	肥前久保	
782e	西相知	
782f	佐里	
7830	駒鳴	
7832	大川野	
7833	肥前長野	
7834	桃川	
7835	金石原	
7837	上伊万里	
7838	伊万里	
7f01	東京	
7f03	浜松町	
7f05	大井町	
7f0b	小田原	
7f48	武蔵溝ノ口	
7f60	玉川上水	
7f67	渋谷	
7fb3	天王洲アイル	
7fbd	直江津	
7fe2	立川南	
7fe3	立川北	
7ff1	六日町	
7ff3	犀潟	
800e	京橋	
8013	西九条	
8015	江坂	
8016	川西能勢口	
801a	天神橋筋六丁目	
801b	野田	
801c	大阪梅田	
801f	淀屋橋	
8024	難波	
8028	新今宮	
8029	鶴橋	
802a	天王寺	
802b	長田	
802d	天下茶屋	
8032	中百舌鳥	
8039	門真市	
803a	柏原	
803c	三ノ宮	
803e	神戸高速線
8044	橋本	
8050	神戸高速線	
8052	魚崎	
8053	今津	
8055	四条河原町	
8058	貝塚	
805a	丹波橋	
805c	竹田	
805d	出町柳	
805e	東西線	
805f	京津線	
8065	福知山	
8066	豊岡	
8067	西舞鶴	
8068	上郡	
8069	佐用	
806a	智頭	
806c	清音	
806d	神辺	
808b	宮島口	
8090	窪川	
80b6	名古屋	
80ce	津	
80cf	松阪	
80d2	河原田	
80e3	敦賀	
80e4	福井	
80ef	糸魚川	
80f0	越前花堂	
80fb	博多	
80fe	姪浜	
